Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease, all ages†, Confirmed, Current week","Invasive Pneumococcal Disease, all ages†, Confirmed, Current week, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017","Invasive Pneumococcal Disease, all ages†, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease, all ages†, Probable, Current week","Invasive Pneumococcal Disease, all ages†, Probable, Current week, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease, all ages†, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2018, flag","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017","Invasive Pneumococcal Disease, all ages†, Probable, Cum 2017, flag",Location 1,Location 2
NEBRASKA,2018,12,4,,2,,10,,56,,68,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2018,12,,-,1,,5,,22,,27,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH CAROLINA,2018,12,,-,10,,36,,58,,349,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2018,12,28,,22,,62,,446,,359,,,-,0,,3,,12,,2,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2018,12,,-,6,,27,,192,,95,,,-,0,,2,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2018,12,,-,2,,9,,26,,38,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2018,12,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
UNITED STATES,2018,13,208,,340,,988,,6246,,6233,,4,,3,,12,,89,,48,,,
NEW ENGLAND,2018,13,3,,22,,59,,367,,421,,,-,0,,2,,1,,2,,,
MID. ATLANTIC,2018,13,30,,51,,120,,897,,770,,1,,1,,10,,27,,18,,,
NEW YORK CITY,2018,13,11,,13,,29,,273,,234,,,-,0,,2,,1,,2,,,
E.N. CENTRAL,2018,13,33,,57,,147,,959,,1071,,2,,0,,3,,21,,5,,,
W.N. CENTRAL,2018,13,12,,22,,63,,436,,487,,,-,0,,5,,19,,11,,,
S. ATLANTIC,2018,13,38,,55,,144,,879,,1237,,,-,0,,3,,4,,5,,,
E.S. CENTRAL,2018,13,13,,35,,93,,743,,683,,1,,0,,0,,1,,1,,,
W.S. CENTRAL,2018,13,35,,39,,321,,980,,718,,,-,0,,2,,6,,4,,,
MOUNTAIN,2018,13,38,,43,,124,,919,,777,,,-,0,,2,,10,,2,,,
PACIFIC,2018,13,6,,4,,11,,66,,69,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
C.N.M.I.,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
OKLAHOMA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2018,13,,-,2,,6,,38,,35,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2018,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2018,13,6,,2,,7,,35,,29,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MINNESOTA,2018,13,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OREGON,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
PUERTO RICO,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2018,13,,-,8,,24,,121,,191,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
VIRGINIA,2018,13,,-,0,,3,,9,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2018,13,5,,10,,26,,181,,209,,,-,1,,4,,14,,11,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2018,13,,-,10,,36,,58,,379,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2018,13,,-,2,,9,,26,,45,,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2018,13,3,,2,,10,,43,,34,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2018,13,29,,27,,261,,646,,500,,,-,0,,2,,5,,4,,"TEXAS
(31.827233, -99.423022)",
NEW JERSEY,2018,13,,-,6,,26,,136,,64,,,-,0,,10,,7,,5,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2018,13,17,,12,,52,,274,,201,,,-,0,,1,,3,,3,,"FLORIDA
(28.915325, -81.922409)",
MISSOURI,2018,13,7,,10,,38,,269,,232,,,-,0,,4,,15,,8,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2018,13,11,,12,,57,,397,,269,,,-,0,,2,,10,,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH CAROLINA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2018,13,2,,7,,27,,207,,104,,,-,0,,2,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2018,13,1,,6,,31,,161,,135,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2018,13,,-,3,,11,,56,,111,,,-,0,,1,,1,,,-,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2018,13,4,,16,,40,,315,,338,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
CALIFORNIA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2018,13,,-,12,,39,,191,,206,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
COLORADO,2018,13,19,,13,,38,,271,,181,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MONTANA,2018,13,2,,2,,7,,33,,22,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
UTAH,2018,13,,-,5,,12,,61,,77,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2018,13,4,,6,,20,,127,,132,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2018,13,33,,22,,62,,480,,390,,2,,0,,3,,14,,2,,"OHIO
(40.056807, -82.405897)",
MICHIGAN,2018,13,,-,14,,40,,167,,284,,,-,0,,2,,7,,3,,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2018,13,9,,16,,39,,263,,345,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2018,13,1,,1,,5,,24,,30,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2018,13,,-,0,,6,,7,,19,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
WEST VIRGINIA,2018,13,,-,4,,16,,57,,84,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2018,13,5,,5,,15,,119,,80,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2018,13,3,,7,,20,,148,,130,,1,,0,,0,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
IDAHO,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ARKANSAS,2018,13,4,,6,,48,,127,,114,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
VIRGIN ISL.,2018,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
VERMONT,2018,13,,-,1,,5,,26,,11,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DIST. OF COL.,2018,13,,-,1,,4,,21,,19,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW YORK,2018,13,14,,16,,83,,307,,263,,1,,0,,1,,5,,,-,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2018,13,,-,0,,5,,7,,7,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2018,13,,-,11,,24,,175,,227,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2018,13,,-,1,,7,,31,,40,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2018,13,,-,4,,16,,78,,95,,,-,0,,2,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2018,13,5,,2,,10,,61,,74,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2018,13,2,,3,,10,,23,,89,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2018,13,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2018,13,,-,1,,5,,24,,25,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2018,13,11,,9,,27,,173,,171,,,-,0,,1,,1,,2,,"MARYLAND
(39.290443, -76.612333)",
UNITED STATES,2018,14,227,,341,,989,,6642,,6736,,4,,3,,12,,95,,52,,,
NEW ENGLAND,2018,14,4,,22,,59,,381,,451,,,-,0,,1,,1,,2,,,
MID. ATLANTIC,2018,14,56,,47,,120,,960,,831,,2,,1,,10,,32,,21,,,
NEW YORK CITY,2018,14,15,,13,,29,,289,,254,,1,,0,,1,,2,,2,,,
E.N. CENTRAL,2018,14,49,,57,,147,,1103,,1208,,1,,0,,3,,21,,5,,,
W.N. CENTRAL,2018,14,13,,22,,64,,469,,515,,1,,0,,5,,20,,11,,,
S. ATLANTIC,2018,14,29,,54,,144,,909,,1340,,,-,0,,3,,4,,5,,,
E.S. CENTRAL,2018,14,14,,35,,93,,776,,730,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2018,14,21,,39,,322,,1004,,759,,,-,0,,2,,6,,4,,,
MOUNTAIN,2018,14,39,,42,,127,,972,,828,,,-,0,,2,,10,,3,,,
PACIFIC,2018,14,2,,4,,8,,68,,74,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MISSISSIPPI,2018,14,1,,5,,15,,123,,86,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2018,14,9,,10,,39,,287,,252,,1,,0,,4,,16,,8,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2018,14,19,,13,,54,,295,,195,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2018,14,,-,0,,13,,2,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
OKLAHOMA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2018,14,2,,2,,10,,47,,41,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
TEXAS,2018,14,14,,27,,262,,662,,528,,,-,0,,2,,5,,4,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2018,14,,-,1,,5,,24,,33,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
LOUISIANA,2018,14,,-,6,,27,,208,,105,,,-,0,,2,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
SOUTH DAKOTA,2018,14,1,,2,,9,,32,,48,,,-,0,,1,,1,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2018,14,,-,2,,6,,41,,38,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
HAWAII,2018,14,,-,1,,5,,31,,41,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2018,14,,-,1,,6,,12,,19,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2018,14,13,,7,,20,,167,,137,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
DIST. OF COL.,2018,14,,-,1,,4,,21,,21,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
NEW JERSEY,2018,14,6,,6,,26,,149,,70,,,-,0,,10,,10,,5,,"NEW JERSEY
(40.104655, -74.386686)",
C.N.M.I.,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH CAROLINA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2018,14,1,,14,,40,,179,,300,,,-,0,,2,,7,,3,,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2018,14,,-,4,,16,,57,,96,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2018,14,,-,6,,31,,171,,146,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
UTAH,2018,14,1,,5,,12,,63,,89,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2018,14,3,,2,,10,,64,,75,,,-,0,,1,,2,,2,,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2018,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MONTANA,2018,14,1,,2,,7,,34,,23,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2018,14,1,,12,,39,,240,,286,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MARYLAND,2018,14,14,,9,,27,,188,,179,,,-,0,,1,,1,,2,,"MARYLAND
(39.290443, -76.612333)",
VERMONT,2018,14,2,,1,,5,,28,,12,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEVADA,2018,14,,-,3,,10,,23,,98,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2018,14,,-,6,,20,,131,,138,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2018,14,,-,16,,39,,263,,368,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2018,14,,-,0,,5,,7,,9,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2018,14,,-,16,,40,,315,,361,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
PENNSYLVANIA,2018,14,11,,10,,25,,191,,223,,,-,1,,3,,14,,14,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2018,14,37,,22,,62,,532,,417,,1,,0,,3,,14,,2,,"OHIO
(40.056807, -82.405897)",
ALASKA,2018,14,2,,2,,7,,37,,33,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2018,14,7,,6,,48,,134,,126,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2018,14,,-,1,,5,,25,,26,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2018,14,,-,0,,3,,9,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2018,14,15,,12,,52,,289,,220,,,-,0,,1,,3,,3,,"FLORIDA
(28.915325, -81.922409)",
ARIZONA,2018,14,18,,12,,57,,419,,276,,,-,0,,2,,10,,1,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2018,14,,-,11,,24,,175,,240,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2018,14,,-,10,,36,,58,,415,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2018,14,,-,4,,16,,78,,101,,,-,0,,1,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2018,14,10,,9,,25,,152,,205,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2018,14,24,,15,,83,,331,,284,,1,,0,,1,,6,,,-,"NEW YORK
(42.826892, -75.544286)",
GUAM,2018,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
KANSAS,2018,14,,-,3,,11,,59,,114,,,-,0,,1,,1,,,-,"KANSAS
(38.345528, -98.201847)",
OREGON,2018,14,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
UNITED STATES,2018,15,266,,336,,1001,,7165,,7156,,4,,3,,12,,102,,54,,,
NEW ENGLAND,2018,15,3,,22,,59,,408,,486,,,-,0,,1,,1,,2,,,
MID. ATLANTIC,2018,15,62,,47,,120,,1036,,889,,2,,1,,10,,34,,22,,,
NEW YORK CITY,2018,15,17,,13,,29,,306,,264,,2,,0,,1,,4,,2,,,
E.N. CENTRAL,2018,15,35,,59,,147,,1196,,1285,,1,,0,,3,,24,,5,,,
W.N. CENTRAL,2018,15,12,,22,,63,,489,,540,,1,,1,,5,,21,,11,,,
S. ATLANTIC,2018,15,35,,54,,146,,1005,,1408,,,-,0,,3,,5,,6,,,
E.S. CENTRAL,2018,15,36,,35,,94,,858,,780,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2018,15,48,,39,,325,,1076,,800,,,-,0,,2,,6,,4,,,
MOUNTAIN,2018,15,33,,42,,127,,1021,,888,,,-,0,,2,,10,,3,,,
PACIFIC,2018,15,2,,4,,8,,76,,80,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
MISSISSIPPI,2018,15,4,,5,,15,,129,,91,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2018,15,4,,6,,20,,138,,144,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2018,15,2,,6,,31,,182,,159,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2018,15,23,,12,,57,,443,,295,,,-,0,,2,,10,,1,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2018,15,,-,4,,11,,59,,119,,,-,0,,1,,1,,,-,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2018,15,2,,6,,27,,213,,108,,,-,0,,2,,1,,,-,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2018,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGINIA,2018,15,,-,0,,3,,9,,8,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2018,15,3,,2,,10,,52,,45,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2018,15,4,,9,,25,,166,,212,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2018,15,35,,27,,265,,717,,560,,,-,0,,2,,5,,4,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2018,15,3,,2,,9,,62,,79,,,-,0,,1,,1,,2,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2018,15,,-,14,,40,,199,,321,,,-,0,,2,,9,,3,,"MICHIGAN
(44.66399, -84.711206)",
NEVADA,2018,15,,-,3,,10,,24,,106,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2018,15,14,,7,,20,,183,,142,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2018,15,,-,3,,16,,78,,110,,,-,0,,1,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2018,15,9,,10,,25,,209,,239,,,-,1,,3,,14,,15,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2018,15,12,,12,,52,,301,,227,,,-,0,,1,,3,,3,,"FLORIDA
(28.915325, -81.922409)",
UTAH,2018,15,,-,4,,11,,67,,95,,,-,0,,1,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2018,15,3,,6,,26,,157,,77,,,-,0,,10,,10,,5,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2018,15,2,,2,,9,,35,,49,,,-,0,,1,,2,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2018,15,,-,2,,6,,43,,40,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2018,15,,-,1,,5,,28,,33,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
OHIO,2018,15,30,,22,,62,,562,,453,,1,,0,,3,,15,,2,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2018,15,33,,15,,83,,364,,309,,,-,0,,1,,6,,,-,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2018,15,2,,2,,7,,41,,25,,,-,0,,1,,,-,2,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2018,15,1,,13,,39,,269,,299,,,-,0,,2,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DIST. OF COL.,2018,15,,-,1,,4,,21,,22,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
VERMONT,2018,15,,-,1,,5,,28,,13,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2018,15,9,,9,,27,,201,,195,,,-,0,,1,,1,,3,,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2018,15,,-,1,,6,,12,,19,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GEORGIA,2018,15,13,,16,,39,,293,,385,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2018,15,2,,2,,7,,41,,34,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2018,15,7,,11,,39,,304,,265,,1,,0,,4,,17,,8,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2018,17,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
WEST VIRGINIA,2018,15,1,,4,,16,,89,,98,,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2018,15,,-,0,,5,,9,,14,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
C.N.M.I.,2018,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
NORTH DAKOTA,2018,15,,-,1,,5,,25,,28,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2018,15,,-,9,,32,,63,,440,,,-,0,,2,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2018,15,,-,2,,5,,35,,46,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
IOWA,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OREGON,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2018,15,11,,6,,48,,146,,132,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2018,15,16,,15,,41,,364,,388,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2018,15,,-,10,,24,,195,,259,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2018,15,,-,0,,13,,4,,,-,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGIN ISL.,2018,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
COLORADO,2018,15,4,,13,,54,,299,,209,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2018,15,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
UNITED STATES,2018,16,190,,340,,1016,,7491,,7558,,3,,4,,12,,109,,57,,,
NEW ENGLAND,2018,16,4,,20,,59,,414,,528,,,-,0,,1,,1,,2,,,
