Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal Disease§, All ages, Confirmed, Current week","Invasive Pneumococcal Disease§, All ages, Confirmed, Current week, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Confirmed, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016","Invasive Pneumococcal Disease§, All ages, Confirmed, Cum 2016, flag","Invasive Pneumococcal Disease§, All ages, Probable, Current week","Invasive Pneumococcal Disease§, All ages, Probable, Current week, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Med, flag","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max","Invasive Pneumococcal Disease§, All ages, Probable, Previous 52 weeks Max, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2017, flag","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016","Invasive Pneumococcal Disease§, All ages, Probable, Cum 2016, flag",Location 1,Location 2
MINNESOTA,2017,28,,-,0,,14,,,-,299,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2017,28,,-,8,,37,,423,,224,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2017,28,,-,4,,16,,156,,140,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
INDIANA,2017,28,,-,11,,33,,336,,420,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
ARIZONA,2017,28,4,,11,,28,,431,,513,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
OREGON,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2017,28,,-,12,,28,,386,,312,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2017,28,,-,2,,10,,83,,83,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
FLORIDA,2017,28,9,,10,,24,,374,,431,,,-,0,,2,,4,,,-,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2017,28,2,,18,,39,,579,,584,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2017,28,,-,1,,6,,56,,64,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2017,28,,-,3,,10,,105,,153,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2017,28,1,,7,,22,,166,,355,,,-,0,,2,,9,,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW YORK,2017,28,15,,16,,70,,532,,553,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2017,28,,-,2,,6,,60,,70,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2017,28,4,,16,,38,,523,,508,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
KANSAS,2017,28,,-,5,,14,,172,,129,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
COLORADO,2017,28,10,,10,,19,,315,,306,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2017,28,,-,5,,13,,151,,229,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2017,28,5,,5,,17,,216,,149,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2017,28,,-,0,,3,,10,,22,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2017,28,,-,6,,26,,187,,216,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2017,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2017,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2017,28,,-,1,,11,,36,,35,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2017,28,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2017,28,,-,2,,7,,82,,85,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGIN ISL.,2017,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
PENNSYLVANIA,2017,28,2,,10,,22,,341,,362,,,-,0,,4,,21,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2017,28,14,,26,,189,,871,,1018,,,-,0,,2,,6,,,-,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2017,29,90,,327,,790,,10498,,10823,,1,,1,,12,,71,,9,,,
NEW ENGLAND,2017,29,1,,25,,51,,763,,675,,,-,0,,2,,2,,,-,,
MID. ATLANTIC,2017,29,26,,52,,129,,1482,,1682,,,-,0,,8,,32,,,-,,
NEW YORK CITY,2017,29,10,,13,,29,,422,,393,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,29,11,,56,,108,,1826,,1957,,,-,0,,2,,6,,5,,,
W.N. CENTRAL,2017,29,6,,27,,47,,781,,710,,1,,0,,3,,13,,2,,,
S. ATLANTIC,2017,29,18,,55,,119,,1929,,1823,,,-,0,,3,,7,,,-,,
E.S. CENTRAL,2017,29,7,,33,,72,,1089,,1021,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2017,29,11,,35,,231,,1230,,1423,,,-,0,,2,,6,,,-,,
MOUNTAIN,2017,29,10,,36,,69,,1278,,1413,,,-,0,,1,,4,,1,,,
PACIFIC,2017,29,,-,4,,11,,120,,119,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
COLORADO,2017,29,5,,10,,19,,320,,308,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2017,29,5,,9,,24,,377,,29,,,-,0,,3,,9,,1,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2017,29,2,,8,,37,,430,,227,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2017,29,,-,18,,39,,594,,591,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CALIFORNIA,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2017,29,,-,3,,10,,98,,119,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2017,29,,-,5,,18,,172,,137,,,-,0,,2,,2,,,-,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2017,29,,-,2,,7,,83,,85,,1,,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2017,29,1,,2,,10,,84,,83,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
UTAH,2017,29,,-,3,,10,,107,,155,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2017,29,9,,26,,189,,885,,1035,,,-,0,,2,,6,,,-,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2017,29,1,,5,,14,,200,,207,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OHIO,2017,29,10,,19,,52,,721,,665,,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NEW JERSEY,2017,29,4,,7,,22,,172,,360,,,-,0,,2,,9,,,-,"NEW JERSEY
(40.104655, -74.386686)",
MISSISSIPPI,2017,29,,-,6,,11,,143,,136,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
IOWA,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2017,29,,-,1,,6,,56,,65,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARKANSAS,2017,29,2,,5,,32,,194,,157,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2017,29,2,,10,,22,,346,,363,,,-,0,,4,,21,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2017,29,,-,5,,13,,151,,231,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2017,29,,-,5,,14,,171,,131,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
IDAHO,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TENNESSEE,2017,29,7,,16,,38,,536,,516,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ARIZONA,2017,29,4,,11,,28,,435,,514,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2017,29,,-,1,,11,,38,,37,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2017,29,,-,1,,4,,49,,66,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,29,,-,6,,26,,194,,217,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2017,29,,-,12,,28,,386,,315,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
GUAM,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2017,29,,-,9,,19,,289,,283,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2017,29,,-,2,,6,,59,,72,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
OREGON,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2017,29,1,,2,,5,,52,,44,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MICHIGAN,2017,29,1,,15,,28,,470,,600,,,-,0,,2,,4,,5,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
WYOMING,2017,29,,-,0,,3,,11,,23,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
HAWAII,2017,29,,-,2,,8,,61,,47,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2017,29,,-,4,,13,,137,,185,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
VERMONT,2017,29,,-,1,,5,,27,,38,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2017,29,,-,1,,6,,46,,43,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2017,29,,-,0,,2,,16,,17,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
C.N.M.I.,2017,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
FLORIDA,2017,29,16,,10,,24,,390,,437,,,-,0,,2,,4,,,-,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2017,29,,-,5,,17,,216,,152,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2017,29,,-,0,,14,,,-,302,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEW YORK,2017,29,10,,16,,70,,542,,566,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
OKLAHOMA,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
VIRGIN ISL.,2017,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ILLINOIS,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NEVADA,2017,29,,-,4,,16,,156,,140,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2017,29,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2017,29,,-,11,,33,,341,,422,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DIST. OF COL.,2017,29,,-,1,,4,,27,,40,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
WISCONSIN,2017,29,,-,9,,22,,294,,270,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2017,30,65,,330,,791,,10641,,10962,,,-,1,,12,,71,,9,,,
NEW ENGLAND,2017,30,3,,25,,51,,767,,678,,,-,0,,2,,2,,,-,,
MID. ATLANTIC,2017,30,17,,52,,129,,1505,,1706,,,-,0,,8,,32,,,-,,
NEW YORK CITY,2017,30,8,,13,,29,,431,,395,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,30,13,,57,,108,,1855,,1976,,,-,0,,2,,6,,5,,,
W.N. CENTRAL,2017,30,1,,27,,47,,791,,720,,,-,0,,3,,13,,2,,,
S. ATLANTIC,2017,30,8,,56,,120,,1964,,1846,,,-,0,,3,,7,,,-,,
E.S. CENTRAL,2017,30,1,,33,,72,,1097,,1036,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2017,30,8,,35,,231,,1243,,1449,,,-,0,,2,,6,,,-,,
MOUNTAIN,2017,30,12,,36,,69,,1295,,1429,,,-,0,,1,,4,,1,,,
PACIFIC,2017,30,2,,4,,11,,124,,122,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
VIRGINIA,2017,30,,-,0,,2,,16,,17,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2017,30,4,,5,,32,,198,,160,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW HAMPSHIRE,2017,30,,-,2,,6,,57,,65,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
KENTUCKY,2017,30,,-,5,,17,,216,,155,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
TENNESSEE,2017,30,1,,16,,38,,540,,521,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2017,30,4,,26,,189,,894,,1056,,,-,0,,2,,6,,,-,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2017,30,,-,9,,24,,381,,31,,,-,0,,3,,9,,1,,"MISSOURI
(38.636168, -92.566292)",
UTAH,2017,30,,-,3,,10,,107,,156,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
GEORGIA,2017,30,,-,18,,39,,608,,602,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2017,30,1,,15,,28,,478,,605,,,-,0,,2,,4,,5,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2017,30,,-,6,,11,,147,,139,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
C.N.M.I.,2017,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"NORTHERN MARIANA ISLANDS
(15.1834, 145.725693)",
PUERTO RICO,2017,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2017,30,11,,19,,52,,732,,673,,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
OKLAHOMA,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2017,30,1,,9,,22,,299,,270,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
DIST. OF COL.,2017,30,,-,1,,4,,32,,40,,,-,0,,0,,,-,,-,"DISTRICT OF COLUMBIA
(38.892062, -77.019912)",
GUAM,2017,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2017,30,,-,9,,19,,289,,289,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
NORTH DAKOTA,2017,30,1,,2,,5,,53,,46,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
HAWAII,2017,30,,-,2,,8,,62,,48,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
INDIANA,2017,30,,-,11,,33,,346,,428,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2017,30,,-,1,,6,,46,,43,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2017,30,,-,7,,22,,173,,365,,,-,0,,2,,9,,,-,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2017,30,,-,5,,13,,151,,233,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2017,30,2,,1,,5,,29,,38,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
RHODE ISLAND,2017,30,,-,1,,11,,38,,37,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
PENNSYLVANIA,2017,30,3,,10,,22,,352,,371,,,-,0,,4,,21,,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2017,30,1,,8,,37,,431,,230,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
KANSAS,2017,30,,-,5,,14,,176,,133,,,-,0,,1,,,-,,-,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2017,30,6,,16,,70,,549,,575,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
ALASKA,2017,30,2,,2,,6,,62,,74,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2017,30,,-,4,,13,,145,,185,,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2017,30,,-,0,,3,,11,,23,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGIN ISL.,2017,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISLANDS
(18.060868, -64.840836)",
ARIZONA,2017,30,5,,11,,28,,441,,521,,,-,0,,1,,2,,,-,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2017,30,,-,2,,7,,83,,86,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"OREGON
(44.567912, -120.156945)",
IDAHO,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2017,30,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2017,30,1,,2,,10,,85,,83,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2017,30,,-,12,,28,,386,,317,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2017,30,1,,1,,4,,51,,67,,,-,0,,1,,2,,1,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2017,30,,-,6,,26,,194,,221,,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2017,30,,-,4,,16,,156,,141,,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2017,30,,-,0,,14,,,-,305,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
NEBRASKA,2017,30,,-,3,,10,,98,,119,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
COLORADO,2017,30,6,,10,,19,,326,,312,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
CONNECTICUT,2017,30,,-,5,,18,,172,,138,,,-,0,,2,,2,,,-,"CONNECTICUT
(41.544654, -72.651713)",
NEW MEXICO,2017,30,,-,5,,14,,203,,209,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
FLORIDA,2017,30,7,,10,,24,,397,,440,,,-,0,,2,,4,,,-,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2017,31,71,,331,,791,,10829,,11103,,1,,1,,12,,72,,10,,,
NEW ENGLAND,2017,31,2,,25,,51,,800,,683,,,-,0,,2,,2,,,-,,
MID. ATLANTIC,2017,31,12,,52,,129,,1531,,1729,,,-,0,,8,,32,,,-,,
NEW YORK CITY,2017,31,8,,13,,29,,439,,401,,,-,0,,2,,2,,,-,,
E.N. CENTRAL,2017,31,11,,57,,108,,1909,,1994,,,-,0,,2,,6,,6,,,
W.N. CENTRAL,2017,31,6,,27,,47,,798,,734,,1,,0,,3,,14,,2,,,
S. ATLANTIC,2017,31,3,,56,,120,,1973,,1868,,,-,0,,3,,7,,,-,,
E.S. CENTRAL,2017,31,13,,33,,72,,1121,,1054,,,-,0,,1,,1,,1,,,
W.S. CENTRAL,2017,31,10,,35,,231,,1255,,1473,,,-,0,,2,,6,,,-,,
MOUNTAIN,2017,31,12,,36,,69,,1316,,1442,,,-,0,,1,,4,,1,,,
PACIFIC,2017,31,2,,4,,11,,126,,126,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,
NORTH DAKOTA,2017,31,,-,2,,5,,53,,46,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
HAWAII,2017,31,,-,2,,8,,62,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
TEXAS,2017,31,6,,26,,189,,902,,1069,,,-,0,,2,,6,,,-,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2017,31,4,,5,,32,,202,,164,,,-,0,,1,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
INDIANA,2017,31,,-,11,,33,,354,,431,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
IDAHO,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
ALASKA,2017,31,2,,2,,6,,64,,76,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2017,31,,-,9,,19,,289,,295,,,-,0,,1,,1,,,-,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2017,31,,-,0,,14,,,-,307,,,-,0,,0,,,-,,-,"MINNESOTA
(46.357661, -94.793397)",
VIRGINIA,2017,31,,-,0,,2,,16,,17,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2017,31,2,,2,,10,,87,,83,,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW HAMPSHIRE,2017,31,,-,2,,6,,59,,66,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2017,31,13,,16,,38,,561,,532,,,-,0,,1,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2017,31,,-,5,,13,,151,,240,,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"CALIFORNIA
(37.640735, -121.002435)",
GEORGIA,2017,31,,-,18,,39,,609,,608,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
IOWA,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
OHIO,2017,31,8,,19,,52,,740,,679,,,-,0,,2,,2,,,-,"OHIO
(40.056807, -82.405897)",
GUAM,2017,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2017,31,,-,5,,18,,173,,140,,,-,0,,2,,2,,,-,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH CAROLINA,2017,31,,-,8,,37,,431,,235,,,-,0,,2,,2,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2017,31,3,,16,,70,,558,,587,,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2017,31,5,,10,,19,,331,,318,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2017,31,,-,7,,22,,177,,367,,,-,0,,2,,9,,,-,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH DAKOTA,2017,31,2,,2,,7,,86,,88,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2017,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2017,31,,-,1,,5,,29,,38,,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WISCONSIN,2017,31,2,,10,,22,,324,,274,,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2017,31,2,,3,,10,,100,,122,,,-,0,,1,,2,,1,,"NEBRASKA
(41.640503, -99.367122)",
